gene	LAB.A	LAB.B	med15.A	med15.B	WY7.A	WY7.B	WY15.A	WY15.B	WY23.A	WY23.B	
YER107C	1964	1828	2087	1928	1470	1435	2010	1799	1524	1456	
YER107W-A	8	3	17	26	4	3	7	2	3	6	
YER110C	5285	6634	5957	5612	4429	3886	6868	4794	5245	4618	
YER111C	1108	1104	1833	2213	704	498	996	989	648	677	
YER112W	2096	2004	1882	2139	1303	1326	1945	1868	1764	1790	
YER113C	1531	1543	2445	2377	1195	1053	1653	1340	1202	1230	
YER114C	4393	4730	4214	4417	3456	3083	4433	3758	3830	3737	
YER115C	1408	1366	2192	2430	1157	1266	1477	1481	1251	1301	
YER116C	4022	3248	3945	4895	2961	3127	3299	3723	3094	3317	
YER117W	4048	5330	5381	5953	3686	3518	7031	3767	4236	4314	
YER118C	1320	1260	2061	1715	970	799	1558	1142	1043	1053	
YER119C	2994	2275	3155	3395	2057	2146	2382	2972	2043	2135	
YER119C-A	27	40	73	76	33	17	22	31	32	21	
YER120W	4549	4380	4151	4264	3403	3582	4542	4098	3667	3997	
YER121W	4251	5855	996	433	5139	2915	4306	3535	3359	2932	
YER122C	6317	6297	6733	7082	4860	5245	7613	5809	6008	6375	
YER123W	5040	4524	4917	4883	3535	3758	4559	4220	4329	4567	
YER124C	800	1451	280	342	1025	1279	2039	777	1324	1455	
YER125W	5482	5073	6265	6257	4274	4043	4915	5081	3970	4377	
YER126C	1994	2302	2038	2090	1565	1721	3532	1830	2256	2381	
YER127W	2444	2202	3000	3468	1554	1688	3278	2350	2272	2320	
YER128W	1897	1706	2114	2216	1217	1437	2199	1881	1724	1662	
YER129W	4850	4828	8457	8891	3627	3490	4656	4364	3977	4151	
YER130C	5602	5391	5854	9656	4480	10271	4445	5150	8976	11286	
YER131W	4239	6413	6217	6735	4209	4953	8794	4052	5067	5281	
YER132C	2753	2463	4891	6082	1872	2031	3385	2641	2718	2927	
YER133W	14333	12891	14390	17477	9910	10864	13580	13914	13015	14081	
YER133W-A	1	1	3	9	1	4	0	6	4	0	
YER134C	1930	1853	1549	1911	1459	1419	1935	2092	1692	1863	
YER135C	106	118	177	188	86	74	89	94	78	81	
YER136W	11642	13569	11317	10471	10211	8345	11254	9821	9763	10271	
YER137C	643	687	672	744	462	413	739	630	514	536	
YER137W-A	0	1	0	0	0	0	1	0	0	1	
YER138W-A	43	45	155	270	27	31	74	46	55	57	
YER139C	1575	1337	1815	2047	1076	930	1338	1416	1129	1085	
YER140W	2008	1925	1886	1840	1455	1441	2098	1996	1698	1586	
YER141W	11302	9837	11693	12948	7861	7763	8991	10438	8759	9069	
YER142C	2914	2929	2363	2228	2173	2040	2653	2580	2218	2405	
YER143W	4354	5405	3929	3297	3586	2880	3853	3477	3310	3276	
YER144C	2650	3504	4218	3236	2219	2006	2565	2048	2523	2452	
YER145C	1799	3731	3545	2464	2031	1608	2658	1342	2112	1764	
YER145C-A	7	16	14	20	7	5	4	6	2	5	
YER146W	1007	950	792	836	783	838	1187	901	933	933	
YER147C	2874	2855	3036	2566	2169	1895	2807	2737	2206	2156	
YER147C-A	22	11	11	14	10	12	14	4	8	5	
YER148W	8518	8478	6618	7258	6483	7056	8502	7622	7798	7948	
YER148W-A	12	35	24	25	9	14	26	25	38	29	
YER149C	3544	4764	2831	2316	3695	2603	3225	2957	2808	2565	
YER150W	93695	115551	31427	27570	102461	95399	83515	80112	77509	87313	
YER151C	4404	3873	5407	5743	3019	3275	4748	4187	3829	4091	
YER152C	1438	1609	3411	3060	1035	979	1561	1319	1278	1239	
YER152W-A	1	3	11	3	2	1	0	1	2	1	
YER153C	233	283	565	438	220	172	265	254	220	222	
YER154W	1988	2540	2680	2686	1741	1622	2401	1734	1961	1876	
YER155C	4264	4010	5219	5956	2830	3044	4400	3880	3720	3940	
YER156C	1946	2493	2359	2029	1581	1495	2409	1701	1946	1856	
YER157W	2967	2871	7478	6892	1904	1925	2610	2169	2279	2134	
YER158C	4480	8405	6571	6581	4435	5041	7984	3549	5208	5802	
YER158W-A	19	22	21	19	23	21	20	17	20	16	
YER159C	8052	9354	11147	12520	5900	5954	8097	6610	7260	7539	
YER161C	6171	5874	4010	4380	4392	4576	5810	5708	5339	5457	
YER162C	4284	4171	4680	4279	3280	2739	3533	3783	3167	3107	
YER163C	2047	2345	2113	2148	1929	1748	2233	2075	1799	1825	
YER164W	4536	4248	4662	5266	3172	3096	4701	4435	3871	3911	
YER165W	17990	22679	22808	24170	15766	16942	22723	15273	18909	20621	
YER165C-A	0	0	1	0	2	1	2	0	0	0	
YER166W	4695	4183	6432	6563	3477	3235	5020	4559	4014	4242	
YER167W	3966	4074	6717	6800	2976	2786	4503	3956	3663	3730	
YER168C	2286	2376	2692	2759	1807	1716	2603	2295	2042	1943	
YER169W	10977	9276	11185	12608	8073	9110	10976	10896	9794	11447	
YER170W	422	372	742	753	293	253	439	393	302	298	
YER171W	3056	2918	3355	3131	2460	2383	3176	2887	2655	2658	
YER172C	2937	2559	3089	2895	1989	2042	3010	2521	2364	2359	
YER172C-A	1	0	0	0	3	3	1	2	0	2	
YER173W	2061	2029	2643	2302	1580	1496	2025	2109	1569	1534	
YER174C	2255	1485	3199	2979	1728	1898	2138	2704	2045	1915	
YER175C	17043	9860	14371	12906	11129	11926	13953	16194	13979	14935	
YER175W-A	209	126	148	212	142	152	189	163	180	189	
YER176W	7045	4118	6354	6767	3969	4483	6513	7064	6026	6402	
YER177W	45390	41472	18514	19615	34088	37533	54167	48313	43735	48147	
YER178W	17099	15949	22321	20634	13195	12356	16925	16004	13550	14729	
YER179W	259	471	284	165	309	194	255	225	240	194	
YER180C	1745	1773	2297	2862	1389	1416	1923	1844	1681	1564	
YER180C-A	660	643	935	971	500	513	685	678	571	532	
YER181C	61	71	33	45	52	37	44	45	35	41	
YER182W	4038	3449	3167	3496	2882	2808	3228	4191	2966	3040	
YER183C	1182	1055	1152	1270	791	755	1094	950	852	814	
YER184C	2640	2794	3141	2361	1947	1939	2151	1931	2271	2108	
YER185W	759	791	1508	1199	670	637	615	637	786	648	
YER186C	3350	3486	3679	3344	2664	2436	3687	3028	3030	3081	
YER187W	1222	1295	2427	2177	842	901	1234	991	1097	1138	
YER188W	1752	2686	2772	4803	1785	2296	3199	2214	2621	3089	
YER188C-A	161	165	352	385	148	138	182	126	150	186	
YER189W	3	4	4	5	0	2	2	1	4	0	
YER190W	8	6	4	7	6	2	3	3	4	1	
YER190C-A	0	0	0	0	0	0	0	0	0	0	
YER190C-B	0	0	0	0	0	0	0	0	0	0	
YFL068W	0	0	0	0	0	0	0	0	0	0	
YFL067W	0	0	0	1	0	0	0	2	0	0	
YFL066C	25	67	157	235	55	54	39	42	30	19	
YFL065C	0	0	1	1	1	0	0	1	1	0	
YFL064C	0	0	0	1	0	0	0	0	0	0	
YFL063W	9	4	36	46	7	3	7	3	3	5	
YFL062W	281	209	434	466	190	192	237	239	209	195	
YFL061W	0	0	1	0	0	0	0	1	0	0	
YFL060C	132	152	333	296	105	109	123	102	139	142	
YFL059W	186	299	982	890	129	126	258	112	213	240	
YFL058W	1411	2104	6838	7546	1285	1036	1802	1213	1549	1691	
YFL055W	818	972	1169	940	550	476	661	614	542	445	
YFL054C	6677	10684	5927	4635	7525	3436	4532	4200	3764	2962	
YFL053W	524	998	1793	1540	709	286	400	307	381	262	
YFL052W	825	1217	571	273	708	292	478	415	357	306	
YFL051C	3	11	7	4	5	4	5	4	6	6	
YFL050C	1734	1697	2697	2905	1169	968	1767	1692	1247	1110	
YFL049W	2710	2476	2618	2574	1880	1852	2488	2401	2038	2095	
YFL048C	3529	3128	2511	2818	2358	2355	3318	3198	2727	2765	
YFL047W	2686	2066	2619	2972	1552	1632	2532	2427	2025	2089	
YFL046W	3210	2260	2640	3008	1832	2226	2682	3117	2473	2589	
YFL045C	2866	3228	3439	4255	2156	2233	3375	2674	2566	2666	
YFL044C	1984	2009	2673	2672	1460	1425	2101	1689	1568	1760	
YFL042C	5117	4871	4776	5043	3746	3757	4147	4378	4095	4363	
YFL041W-A	707	704	567	685	566	560	699	648	614	619	
YFL041W	5011	4935	6386	5927	3784	3621	4557	4347	4070	4249	
YFL040W	35	55	114	83	27	31	42	44	40	41	
YFL039C	26234	26176	39675	40187	20137	21351	26474	24836	21889	25110	
YFL038C	7205	7641	7424	8609	5103	5352	6948	6100	6027	6704	
YFL037W	1542	2084	3477	3054	1141	1198	2275	1251	1517	1759	
YFL036W	3391	3854	3811	4156	2569	2034	3977	3380	3087	2937	
YFL034C-B	1410	1276	1805	1580	880	974	1769	1218	1271	1338	
YFL034C-A	4052	3347	7745	8475	2231	2578	7317	4307	3706	3737	
YFL034W	2588	2634	2319	2303	1829	1529	2705	2285	2116	1957	
YFL033C	4317	3764	6311	6923	3044	3021	4264	4143	3616	3884	
YFL032W	177	186	212	226	163	210	157	201	205	257	
YFL031W	10108	11637	15672	16892	9027	10103	9417	9737	11197	13220	
YFL031C-A	0	1	1	1	1	0	0	0	0	0	
YFL030W	5048	4007	16067	15076	3293	2900	3337	4311	3030	3411	
YFL029C	1399	1116	1729	1915	836	965	1316	1299	1007	1116	
YFL028C	8187	5844	6210	6774	5343	6087	6832	7535	6946	7037	
YFL027C	1115	921	1446	1361	697	670	1127	990	769	810	
YFL026W	701	580	1146	989	520	473	699	708	513	497	
YFL025C	2516	2375	3886	3285	1953	1776	2630	2437	2280	2203	
YFL024C	1931	1889	2847	2930	1513	1460	1973	1849	1634	1645	
YFL023W	3537	3424	3942	4066	2546	2376	3743	3097	2977	2961	
YFL022C	6679	6779	6603	6823	5275	5823	9093	6982	6670	7162	
YFL021C-A	107	99	543	567	65	69	69	87	65	75	
YFL021W	29407	21026	8077	7116	21068	24921	31410	26595	24786	25846	
YFL020C	245	242	375	455	194	201	285	266	228	228	
YFL019C	104	83	202	238	79	73	109	111	55	80	
YFL018C	11912	10424	11784	12509	8478	7812	9991	11749	8601	9201	
YFL017W-A	816	565	689	680	475	459	583	635	467	472	
YFL017C	587	668	667	738	433	370	551	603	435	455	
YFL016C	7126	5255	6813	8101	4803	5784	5866	6752	5683	6474	
YFL015W-A	9	12	12	15	7	9	10	6	10	7	
YFL015C	18	19	8	8	10	18	17	28	12	7	
YFL014W	126144	85762	46430	45454	87232	83946	87206	123961	72419	87566	
YFL013W-A	13	15	9	6	10	17	16	16	19	5	
YFL013C	5179	4570	5258	4979	3273	3231	4712	4753	3802	3842	
YFL012W-A	4	3	4	6	2	1	1	2	3	1	
YFL012W	11	8	36	40	8	6	9	12	8	5	
YFL011W	44	68	160	157	24	15	34	30	23	30	
YFL010W-A	49	32	91	51	30	38	27	32	18	28	
YFL010C	8260	8119	9747	9525	6341	6796	8531	7569	7331	7876	
YFL009W	4274	4989	5604	5253	3791	3524	4574	3438	4003	3723	
YFL008W	956	939	2275	2153	554	393	887	755	622	597	
YFL007W	7960	6551	7544	7334	5128	5205	7812	6821	6038	6742	
YFL005W	5330	5171	5529	5886	3902	3924	5435	4882	4677	4870	
YFL004W	4657	4156	4357	3940	3271	3095	4521	3992	3730	3708	
YFL003C	1549	1213	1672	1621	988	958	1347	1301	1198	1238	
YFL002C	2525	2763	3869	3535	2098	1853	2590	2091	2128	2132	
YFL001W	1615	1889	2231	1976	1202	1155	1607	1263	1225	1355	
YFR001W	1684	1718	1378	1444	1095	1020	1884	1495	1343	1379	
YFR002W	3195	3047	3954	3634	2022	1982	3242	2633	2508	2319	
YFR003C	2039	1765	1743	2460	1280	1398	1626	2440	1619	1602	
YFR004W	7315	7437	6936	7768	4854	5357	7328	6652	6401	6685	
YFR005C	1808	1419	1486	1547	1136	1149	1695	1526	1311	1312	
YFR006W	4902	4443	5590	6242	3466	3644	4151	4474	3967	4173	
YFR007W	1123	1039	1115	1290	770	777	1005	1127	771	794	
YFR008W	1090	912	886	1061	725	658	865	990	757	715	
YFR009W	3545	3402	3783	3604	2651	2477	3833	3306	3109	2918	
YFR009W-A	0	0	0	0	0	0	0	0	0	0	
YFR010W	6258	4979	5646	6039	3671	3644	4848	5286	4162	4469	
YFR010W-A	0	0	1	1	0	0	0	0	0	0	
